author,date,title,abstract,url,eprint
D Song and E Shi,2010,Logistics,"… Grading: 20% Class participation 20% Scribe notes 20% Survey presentation 40% Project
Logistics Page 8. INTRODUCTION Page 9. Technology trends 0010011 0001100 ..... Machine
learning Data mining Pervasive computing Multi-media technologies Crowd sourcing … 
",https://people.eecs.berkeley.edu/~dawnsong/teaching/s12-cs294/slides/lec1-intro.pdf,
D Xiaoqin and L Qinghua and H Jianjun,2009,Applying hierarchical reinforcement learning to computer games,"Hierarchical finite state machine (HFSM) has proven to be a powerful tool for controlling non-player characters (NPCs) in computer games due to its flexibility and modularity. For most implementations, however, it is often the case that the control details at all levels are hand …",https://ieeexplore.ieee.org/abstract/document/5262787/,
M Rabe and F Dross,2015,A reinforcement learning approach for a decision support system for logistics networks,This paper presents the architecture and working principles of a Decision Support System (DSS) for logistics networks. The system relies on a data-driven discrete-event simulation model. A brief introduction to Reinforcement Learning (RL) and an explanation of the …,https://ieeexplore.ieee.org/abstract/document/7408317/,
U Meissen and S Pfennigschmidt…,2004,Situation-based message rating in information logistics and its applicability in collaboration scenarios,"… mes- sages are highly diverse and a priori unknown (not “under- stood” by a machine) … In MeLog
we successfully applied decision tree learning and the Naive Bayes classifier (cf … correct main
topic classification by over 90 percent (within our topic domain; classifier learned by a … 
",https://ieeexplore.ieee.org/abstract/document/1333410/,
G Yadav and Y Kumar and G Sahoo,2012,"Predication of Parkinson's disease using data mining methods: A comparative analysis of tree, statistical and support vector machine classifiers","… Peter Spirtes, ” An evaluation of machine- learning methods for predicting pneumonia mortality
”Artificial Intelligence in Medicine :9 … [21] Wei L, Yang Y, Nishikawa RM, Jiang Y, “ A study on
several machine learning methods for … [28] Nilsson N., Learning Machines, McGraw-Hill … 
",https://ieeexplore.ieee.org/abstract/document/6413034/,https://www.researchgate.net/profile/Yugal_Kumar/publication/235421872_Predication_of_Parkinson's_disease_using_data_mining_methods_A_comparative_analysis_of_tree_statistical_and_support_vector_machine_classifiers/links/0046351e7ea2a1521a000000.pdf
J Wang and Y Ma and L Zhang and RX Gao and D Wu,2018,Deep learning for smart manufacturing: Methods and applications,"… new technologies in manufacturing, data at different stages of a product's life, ranging from raw
materials, machines' operations, facility … Traditional machine learning, Explicit engineered features
extracted with expert domain knowledge … 3. Deep learning for smart manufacturing … 
",https://www.sciencedirect.com/science/article/pii/S0278612518300037,https://downloadnema.com/wp-content/uploads/2018/03/Article-1193-www.downloadnema.com_.pdf
W Chen and X Xie and J Wang and B Pradhan and H Hong and DT Bui…,2017,"A comparative study of logistic model tree, random forest, and classification and regression tree models for spatial prediction of landslide susceptibility","… vector machines (Tien Bui et al., 2016b), and relevant support vector machines (Hoang and …
Therefore, comparisons of machine learning models for landslide susceptibility assessment are
highly desired … there are still some state-of-the-art models, such as logistic model tree … 
",https://www.sciencedirect.com/science/article/pii/S0341816216305136,https://www.researchgate.net/profile/Haoyuan_Hong/publication/311861276_A_comparative_study_of_logistic_model_tree_random_forest_and_classification_and_regression_tree_models_for_spatial_prediction_of_landslide_susceptibility/links/59c701c5a6fdccc7191ed7a1/A-comparative-study-of-logistic-model-tree-random-forest-and-classification-and-regression-tree-models-for-spatial-prediction-of-landslide-susceptibility.pdf
AB Ayed and MB Halima and AM Alimi,2015,Big data analytics for logistics and transportation,"… Big data analytics is used in many areas such as machine learning, computer vision, web … Haar
wavelet transform for text features extraction and Support Vector Machine (SVM) to … These blocs
are analyzed and classified separately on different machines using MapReduce … 
",https://ieeexplore.ieee.org/abstract/document/7136630/,https://www.researchgate.net/profile/Abdelkarim_Ben_Ayed/publication/280934975_Big_Data_Analytics_for_Logistics_and_Transportation/links/55cc9ddd08aeca747d6c319a.pdf
A Mackenzie,2015,The production of prediction: What does machine learning want?,"… The production of prediction: What does machine learning want? Adrian Mackenzie. European
Journal of Cultural Studies 2015 18:4-5, 429-445. Download Citation … View. Explore More.
The production of prediction: What does machine learning want … 
",https://journals.sagepub.com/doi/abs/10.1177/1367549415577384,https://pdfs.semanticscholar.org/660f/f427b97bda39a007687b777a3e1fae56be9d.pdf
M Klumpp,2018,Automation and artificial intelligence in business logistics systems: human reactions and collaboration requirements,"… not able to accumulate knowledge over generations – as opposed to machines and computers …
In addition to human competence levels, automated or machine (non-human) competence levels …
This is connected to the trend of deep learning, allowing computers auton- omously … 
",https://www.tandfonline.com/doi/abs/10.1080/13675567.2017.1384451,
P Larranaga and B Calvo and R Santana…,2006,Machine learning in bioinformatics,"This article reviews machine learning methods for bioinformatics. It presents modelling
methods, such as supervised classification, clustering and probabilistic.
",https://academic.oup.com/bib/article-abstract/7/1/86/264025,https://academic.oup.com/bib/article-pdf/7/1/86/23992771/bbk007.pdf
H Yang and Y Zhou and H Liu,2010,Chaos optimization svr algorithm with application in prediction of regional logistics demand,"… Support vector machine [4] [5] is a machine learning algorithm based on statistical learning … of
the characteristics of blindness and randomness that Support Vector Machines selected
parameters … Using chaos optimiza- tion method to select the SVR parameter, Learning factor C … 
",https://link.springer.com/chapter/10.1007/978-3-642-13498-2_8,https://pdfs.semanticscholar.org/8626/441c56d27acfc35fa50254d2eca832eff4e4.pdf
K Windt and T Becker and O Jeken and A Gelessus,2010,A classification pattern for autonomous control methods in logistics,"… [6]. Reinforcement learning approaches to Biological Manufacturing Systems by Ueda [17]. Key
ideas … Jobs have DNA like information about what work needs to be done on them. Management
punishes machines for delays. Machine have operating knowledge that evolves … 
",https://link.springer.com/article/10.1007/s12159-010-0030-9,https://pdfs.semanticscholar.org/d270/a5d6bb9793f6ebe827ed9c71d905cb6647ba.pdf
A Fern and SW Yoon and R Givan,2004,Learning Domain-Specific Control Knowledge from Random Walks.,"… to arbitrary MDPs, giving it a number of advantages over many existing control-knowledge learners …
the problem is specified in STRIPS/ADL, or such a specification can be learned) … Our system
utilizes a combination of machine learning and simulation, and is based on our … 
",https://www.aaai.org/Papers/ICAPS/2004/ICAPS04-024.pdf,https://www.aaai.org/Papers/ICAPS/2004/ICAPS04-024.pdf
PG Welch and Z Kemény and A Ekárt…,2012,Application of model-based prediction to support operational decisions in logistics networks,"… scheme Our model is designed to be usable with any machine learning (ML) algorithm … Application
of model-based prediction to support operational decisions in logistics networks 27 … linear
regression (LR), model trees, neural networks, support vector machines and instance … 
",https://www.sfbtr8.spatial-cognition.de/papers/SFB_TR8Rep031-08_2012.pdf#page=33,https://www.sfbtr8.spatial-cognition.de/papers/SFB_TR8Rep031-08_2012.pdf#page=33
Y Zhang and B Bhargava,2008,Self-learning disk scheduling,"… Wild- strom et al. [47] used machine learning algorithms to reconfigure hardware according to
workloads … The proposed self- learning scheduler learns, models, and classifies the work- loads …
Page 4. provided by virtual machines, show limitations of existing disk schedulers [29] … 
",https://ieeexplore.ieee.org/abstract/document/4547426/,http://osnet.cs.nchu.edu.tw/powpoint/seminar/2010/Self-Learning%20Disk%20Scheduling.pdf
JL Ambite and CA Knoblock and S Minton,2000,Learning Plan Rewriting Rules.,"… machines and ob.iects as shared resources, q'his domain contains a variety of machines, such
as … swap and se-14 in Figure 9 show a limitation of our current learning algorithm, namely … learned
rules the two rules that deal with resources in (Ambite 1998) {the machine-swap rule … 
",https://www.aaai.org/Papers/AIPS/2000/AIPS00-001.pdf,https://www.aaai.org/Papers/AIPS/2000/AIPS00-001.pdf
D Lowd and J Davis,2010,Learning Markov network structure with decision trees,"… on the patterns present in the data, the depth of the learned trees could … From the UCI machine
learning repository [15] we used: KDDCup 2000 data, MSNBC anonymous web … We then compared
DTSL to three standard Markov network structure learners: L1 regularized logistic … 
",https://ieeexplore.ieee.org/abstract/document/5693987/,https://lirias.kuleuven.be/retrieve/140336
B Michelberger and J Wurzer and A Reisch and M Hipp…,2013,iCare: intelligent medical information logistics,"… Keywords information logistics, semantic technology, healthcare … preprocessing, linguistic
preprocessing, clustering, classification, information extrac- tion), pattern-matching, and machine
learning (eg, super- vised learning, unsupervised learning, reinforcement learn- ing … 
",https://dl.acm.org/citation.cfm?id=2539201,http://dbis.eprints.uni-ulm.de/981/1/iiWAS%20Paper_Mi.pdf
S Jiménez and T De La Rosa and S Fernández…,2012,A review of machine learning for automated planning,"… The paper also reviews the latest techniques in Reinforcement Learning (RL) (Kaelbling et al.,
1996; Sutton & Barto … A review of machine learning for automated planning … LOCM receives
descriptions of plans or plan fragments, uses them to create states machines for the different … 
",https://www.cambridge.org/core/journals/knowledge-engineering-review/article/review-of-machine-learning-for-automated-planning/F641360D1F0461D0B323C8A299DBE61E,
R Nock and F Nielsen,2008,Bregman divergences and surrogates for learning,"… such as AdaBoost, [10], Additive logistic regression [5], Support Vector Machines [6] … 2052 IEEE
TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE, VOL … 3.3 Margin
Maximization Researchers in machine learning have soon remarked that the output of … 
",https://ieeexplore.ieee.org/abstract/document/4626960/,
OL Mangasarian,1996,Machine learning via polyhedral concave minimization,"Page 1. Machine Learning via Polyhedral Concave Minimization … Abstract. Two fundamental
problems of machine learning, misclassification minimization [10, 24, 18] and feature selection,
[25, 29, 14] are formulated as the minimization of a concave function on a polyhedral set … 
",https://link.springer.com/chapter/10.1007/978-3-642-99789-1_13,https://minds.wisconsin.edu/bitstream/handle/1793/65319/95-20.pdf?sequence=1
RA Sutrisnowati and H Bae and M Song,2015,Bayesian network construction from event log for lateness analysis in port logistics,"… algorithms (Van der Aalst et al., 2004), for example, although capable of learning structured
workflow … Although our notion of lateness relates to port logistics, it is a general term that … & Yang,
2012), rule-based methods (Aarabi & He, 2012), Support Vector Machine (SVM) (Fronza … 
",https://www.sciencedirect.com/science/article/pii/S0360835214003647,
L Cao and J Luo and F Liang and TS Huang,2009,Heterogeneous feature machines for visual recognition,"… Most of the KMs, including the popular support vector machines, solves the classification function
f(x) which … In Section 2, we present the heterogeneous feature machine as a flexible model for
multiple features … which is called Multiple Kernel Learning (MKL) [18][2] [30] [28] [32] … 
",https://ieeexplore.ieee.org/abstract/document/5459401/,https://www.researchgate.net/profile/Liangliang_Cao2/publication/224136081_Heterogeneous_Feature_Machines_for_Visual_Recognition/links/00b7d519366e6a9954000000/Heterogeneous-Feature-Machines-for-Visual-Recognition.pdf
H Thamer and D Weimer and H Kost…,2014,3d-computer vision for automation of logistic processes,"… Within the training process, models of the three defined relevant shape classes of logistic goods
are learned by machine … The generated feature histograms are used as training examples for
machine learning techniques such as support vector machines or artificial neural … 
",https://link.springer.com/chapter/10.1007/978-3-319-01378-7_5,
A Khan and B Baharudin and LH Lee and K Khan,2010,A review of machine learning algorithms for text-documents classification,"… years, the task of automatic text classification have been extensively studied and rapid progress
seems in this area, including the machine learning approaches such as Bayesian classifier,
Decision Tree, K-nearest neigh- bor (KNN), Support Vector Machines (SVMs), Neural … 
",http://www.academia.edu/download/30773019/jait0101.pdf#page=6,http://www.academia.edu/download/30773019/jait0101.pdf#page=6
M Schwabacher and K Goebel,2007,A Survey of Artificial Intelligence for Prognostics.,"… Other machine-learning techniques used for prognostics include reinforcement learning (Bock
et al., 2005 … prognostics, fuzzy logic is typically applied in conjunction with a machine learning
method, and … Soft Computing Model to Predict Time-to-break Margins in Paper Machines … 
",https://www.aaai.org/Papers/Symposia/Fall/2007/FS-07-02/FS07-02-016.pdf,https://www.aaai.org/Papers/Symposia/Fall/2007/FS-07-02/FS07-02-016.pdf
J Luo and Y Wu and A Halldorsson and X Song,2011,Storage and stacking logistics problems in container terminals,"… Hirashima (2009). New reinforcement learning system for the marshalling plan to optimise the
yard layout. Kim and Bae (1998) … Container stacking logistics … It is also shown that using a machine
learning algorithm could increase the accuracy of the weight classification … 
",https://link.springer.com/article/10.1057/ori.2011.10,https://pdfs.semanticscholar.org/a3ec/7bd5f00935fbe492d425eb488b14b0dca4e2.pdf
M Veluscek,2016,Global supply chain optimization: a machine learning perspective to improve caterpillar's logistics operations,Supply chain optimization is one of the key components for the effective management of a company with a complex manufacturing process and distribution network. Companies with a global presence in particular are motivated to optimize their distribution plans in order to …,https://bura.brunel.ac.uk/handle/2438/13050,https://bura.brunel.ac.uk/bitstream/2438/13050/1/FulltextThesis.pdf
ZK Lin and L Chen,2009,Multi-target optimization model of logistics resources allocation,"Considering the balance between the cost of enterprise logistics resource and service levels, and took into account the internal and external enterprise resources, establishing a multi-objective model with the decision about resource outsourcing. Solving the model with …",https://www.infona.pl/resource/bwmeta1.element.ieee-art-000005212105,
W Chen and X Xie and J Peng and J Wang and Z Duan…,2017,"GIS-based landslide susceptibility modelling: a comparative assessment of kernel logistic regression, Naïve-Bayes tree, and alternating decision tree models","… The results of this study demonstrate the benefit of selecting the optimal machine learning
techniques in landslide susceptibility mapping … 2014; Ding et al. 2016; Pourghasemi & Kerle 2016),
and logistic regression (Tien Bui et al … 2016b), support vector machines (Xu et al … 
",https://www.tandfonline.com/doi/abs/10.1080/19475705.2017.1289250,https://www.tandfonline.com/doi/full/10.1080/19475705.2017.1289250
P Giribone and A Orsoni and R Revetria,2002,Hybrid decision support for the logistics of refuse collection in a large metropolitan area,"… [10] AG Bruzzone, P. Giribone, DSS & Simulation for Logistics: Moving Forward for a Distributed,
Real-Time, Interactive Simulation … [16] RS Michalski et. al., Machine learning : an artificial
intelligence approach (Morgan-Kauffman, 1983). Thread was being aborted.
",http://www.actapress.com/PDFViewer.aspx?paperId=25382,
M Kaur and R Sapra,2013,Classification of patents by using the text mining approach based on pca and logistics,"… European Conference on Machine Learning (ECML) (1998) Text Categorization with Class- Based
and … bagging and Random Sub spacing For Support Vector Machines-based Relevance … in image
retrieval, IEEE Transactions on pattern analysis and machine intelligence, 2006
",https://pdfs.semanticscholar.org/dc53/ff11a1953ff2c2510c51b3840f0c30355d70.pdf,https://pdfs.semanticscholar.org/dc53/ff11a1953ff2c2510c51b3840f0c30355d70.pdf
PA Gutiérrez and C Hervás-Martínez…,2010,Logistic regression by means of evolutionary radial basis function neural networks,"… is tested using 18 bench- mark classification problems from well-known machine learning
problems and … RBFNN design methods [eg, relaxed variable kernel density estimation, support
vector machines, a sparse clas- sifier (sparse multinomial logistic regression)] and a … 
",https://ieeexplore.ieee.org/abstract/document/5659484/,https://www.researchgate.net/profile/Francisco_Martinez-Estudillo/publication/224203200_Logistic_Regression_by_Means_of_Evolutionary_Radial_Basis_Function_Neural_Networks/links/0912f5080195cb3b0b000000.pdf
Y Ying and P Li,2012,Distance metric learning with eigenvalue optimization,"Page 1. Journal of Machine Learning Research 13 (2012) 1-26 … 1. Introduction Distance metrics
are fundamental concepts in machine learning since a proper choice of a metric has crucial effects
on the performance of both supervised and unsupervised learning algorithms … 
",http://www.jmlr.org/papers/v13/ying12a.html,http://www.jmlr.org/papers/volume13/ying12a/ying12a.pdf
RJ Wang and YH Ru and XX Zhu,2009,The quantitative analysis abased on logistics integration degree,"With the development of economy, in recent years, China's logistics infrastructure has been the rapidly developed, at the same time; there have been blind investment and competition with each other, the logistics infrastructure facilities tendency. For the situation of many …",https://www.infona.pl/resource/bwmeta1.element.ieee-art-000005212663,
R Barga and V Fontama and WH Tok and L Cabrera-Cordon,2015,Predictive analytics with Microsoft Azure machine learning,"… Bayes Point Machines … Scientist at WalmartLabs leading a team building internal
tools for search analytics and business intelligence … for two years in Opera Solutions
as a Senior Scientist focusing on machine learning and data … 
",https://link.springer.com/content/pdf/10.1007/978-1-4842-1200-4.pdf,
C Engle and A Lupher and R Xin and M Zaharia…,2012,Shark: fast data analysis using coarse-grained distributed memory,"… a number of basic machine learning algorithms, eg, linear regression, logistics regres- sion … We
implemented two iterative machine learning algorithms, logistic regression and k-means, in
Hadoop … We ran both algorithms for 10 iterations on 100 GB datasets using 100 machines … 
",https://dl.acm.org/citation.cfm?id=2213934,https://apps.dtic.mil/dtic/tr/fulltext/u2/a577443.pdf
M Zekic-Susac and N Sarlija…,2004,"Small business credit scoring: a comparison of logistic regression, neural network, and decision tree models","… Logistic regression results in Table 2 show that the hit rate is higher for … Secondly, the methodology
can he extended with other artificial intelligence techniques such as … [9] Galindo J, Tamayo P.
Credit Risk Assessment Using Statistical and Machine Learning: Basic Methodology … 
",https://ieeexplore.ieee.org/abstract/document/1372413/,https://bib.irb.hr/datoteka/182478.zekic-sarlija-bensicITI2004_revised.pdf
J Ollesch and M Hesenius and V Gruhn and C Alias,2018,Real-time event processing for smart logistics networks,"… and the crucial role of complex event processing to gain real-time intelligence and create … ma-
chines,"" in Proceedings of the 27th International Conference on Machine Learning, Haifa, 2010 …
T. Hastie, R. Tibshirani and J. Friedman, The Elements of Statistical Learning, New York … 
",https://link.springer.com/chapter/10.1007/978-3-658-20779-3_32,
L Mönch and P Lendermann and LF McGinnis…,2011,A survey of challenges in modelling and decision-making for discrete event logistics systems,"… Such a facility is commonly called a wafer fab. It consists of hundreds of machines (cf … A
combination of simulation and artificial intelligence techniques is used (cf. [48], [49], [50], [51],
amongst others) … Base models for learning agents are proposed by Bierwirth.
",https://www.sciencedirect.com/science/article/pii/S0166361511000662,
J Schuhmacher and V Hummel,2016,Decentralized control of logistic processes in cyber-physical production systems at the example of ESB Logistics Learning Factory,"… are leading to fundamental changes of future work and logistic systems requiring innovative
methods to plan, control and monitor changeable production systems and new forms of
human-machine-collaboration … Learning factories, like the ESB Logistics Learning Factory at … 
",https://www.sciencedirect.com/science/article/pii/S2212827116302827,https://www.sciencedirect.com/science/article/pii/S2212827116302827/pdf?md5=92abafab502e93b7076db2bff8beaae4&pid=1-s2.0-S2212827116302827-main.pdf&_valck=1
B Yang,2019,Machine learning-based evolution model and the simulation of a profit model of agricultural products logistics financing,"An agricultural products logistics and financial warehousing business mainly involves a tripartite of agricultural production and processing enterprises, third-party logistics enterprises and financial institutions and enables the three parties to achieve win–win …",https://link.springer.com/article/10.1007/s00521-019-04072-5,
WH Gao,2009,Research on the functional requirement and structure model for regional logistics information platform,"The establishment of a regional logistics information platform can not only optimize the regional logistics resources and speed up the process of information for logistics enterprises, but also reduce the enterprise and social cost and promote a coordinated …",https://ieeexplore.ieee.org/abstract/document/5212110/,
FH Ning and WJ Yu and CY Cui,2007,Research on resource coordination of collaborative logistics based on time and cost,"A task coordination model was put forward to optimize the resource configuration of collaborative logistics network. And virus evolutionary genetic algorithm (VEGA) for its solution was constructed. In the algorithm, cost and time information were combined into the …",https://ieeexplore.ieee.org/abstract/document/4370144/,
J Jiang and GC Mao and RJ Wang,2009,Study on overall performance evaluation of chilled food logistics system,"Based on the analysis of chilled food and its characteristics of logistics system, we first construct an overall performance index system of the chilled food logistics system, and establish fuzzy comprehensive evaluation model based on the entropy-value method, then …",https://ieeexplore.ieee.org/abstract/document/5212127/,
S Meister and W Deiters,2015,Information logistics solutions to cope with big data challenges in AAL and Telemedicine,"… solutions based upon Complex Event Processing, Data Mining and Machine Learning, to filter …
eds.) 1st IFAC Conference on Embedded Systems, Computational Intelligence and Telematics …
DM, Kajtazi, M., Mirijamdotter, A.: Review of Information Logistics Research Publications … 
",https://link.springer.com/chapter/10.1007/978-3-319-11866-6_6,
A Popescul and LH Ungar and S Lawrence…,2003,Statistical relational learning for document mining,"… CLASS # CORE DOCS # NEIGHBORS ARTIF. INTELLIGENCE 431 9,309 KDD 256 7,157
MACHINE LEARNING 284 5,872 SIGMOD 402 7,416 VLDB 484 3,882 WWW 184 1,824 …
Reinforcement learning was ex- tended to relational representations [11] … 
",https://ieeexplore.ieee.org/abstract/document/1250930/,https://repository.upenn.edu/cgi/viewcontent.cgi?article=1025&context=cis_papers
PB Mirchandani and JC Smith and HJ Greenberg,2012,"New Directions in Informatics, Optimization, Logistics, and Production","… His research interests are in data and Web mining, machine learning, social computing, artificial
intelligence, and the investigation of … He is a member of the Association for the Advancement of
Artificial Intelligence, the Association for … Alvaro Lorca (“Humanitarian Logistics”) is an … 
",https://pubsonline.informs.org/doi/pdf/10.1287/educ.1120.contrib,
P Tadejko,2015,Application of Internet of Things in logistics–current challenges,"… Application level (Intelligence level) Challenges linked the data flow and service discovery … costs,
effectiveness by combining sensor data from different machines and systems … These technologies
(called sometimes machine learning or deep learning) provide possible solutions … 
",http://yadda.icm.edu.pl/baztech/session.action?userAction=property&parameterName=search%2FitemsPerPage&parameterValue=10&currentUrl=%2Fbaztech%2Felement%2Fbwmeta1.element.baztech-bc596f46-db5b-4ba9-8cf6-e196186824da&currentApplicationPath=%2Felement%2Fbwmeta1.element.baztech-bc596f46-db5b-4ba9-8cf6-e196186824da&selectResultsNumber=10,http://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-bc596f46-db5b-4ba9-8cf6-e196186824da/c/tadejko_application_EiZ_nr_4_2015.pdf
H Liu and Y Peng,2009,Research of mobile business integrated with RFID technology in the logistics pallet leasing,"At present, more and more enterprises have been dedicated in introducing application of radio frequency identification (RFID) technology into their work flow or logistics management or goods tracking, etc. In this paper, it presents an application framework of a RFID prototype …",https://ieeexplore.ieee.org/abstract/document/5212622/,
MC Wu and YK Hsu,2008,Design of BOM configuration for reducing spare parts logistic costs,"… The facility at the lowest layer, which directly supports machines, hereafter is called a terminal
facility … Parameters η (learning constant) and α (momentum constant) are intended to adjust the
speed of convergence … Assume that the desired machine availability (A) is 85 … 
",https://www.sciencedirect.com/science/article/pii/S0957417407001340,https://ir.nctu.edu.tw/bitstream/11536/9349/1/000253521900019.pdf
K Kim and H Kim and SK Kim and JY Jung,2016,i-RM: An intelligent risk management framework for context-aware ubiquitous cold chain logistics,"… by focusing on context understanding through utilizing recently developed machine learning
techniques … chain monitoring of foods: demonstration in an intercontinental fresh fish logistic chain …
of RFID-based ultra-low temperature tuna cold chain logistics system. Proceedings of … 
",https://www.sciencedirect.com/science/article/pii/S0957417415007642,https://pdfs.semanticscholar.org/9a73/e7c28ffb6658345d87a9ecb3a06747ab4650.pdf
J Oleśków-Szłapka and P Lubiński,2016,New technology trends and solutions in logistics and their impact on processes,"… 6. Autonomous Agents and Things- Machine learning gives rise to a spectrum of smart machine
implementations — including … While advances in physical smart machines such as robots get
a great deal of attention, the software-based smart machines have a more near-term … 
",https://www.researchgate.net/profile/Joanna_Oleskow-Szlapka/publication/316818140_New_Technology_Trends_and_Solutions_in_Logistics_and_Their_Impact_on_Processes/links/5977927faca27203ecbddf43/New-Technology-Trends-and-Solutions-in-Logistics-and-Their-Impact-on-Processes.pdf,https://www.researchgate.net/profile/Joanna_Oleskow-Szlapka/publication/316818140_New_Technology_Trends_and_Solutions_in_Logistics_and_Their_Impact_on_Processes/links/5977927faca27203ecbddf43/New-Technology-Trends-and-Solutions-in-Logistics-and-Their-Impact-on-Processes.pdf
DA Van Leeuwen and N Brummer,2006,Channel-dependent gmm and multi-class logistic regression models for language recognition,"… approach is a Multi-class Logistic Regres- sion system, which operates similarly to a Support
Vector Machine (SVM), but … Multi-class Logistic Regression Logistic regression is a discriminative
learning technique, which is very similar to support vector machines (SVM) and … 
",https://ieeexplore.ieee.org/abstract/document/4013511/,http://lands.let.ru.nl/literature/leeuwen.2006.3.pdf
SY Nof and FG Filip and A Molina and L Monostori…,2008,"Advances in e-Manufacturing, e-Logistics, and e-Service Systems Milestone report prepared by IFAC Coordinating Committee on Manufacturing & Logistics …","… evolutionary structures, eg, Complex Adaptive Systems, and Autonomous manufacturing and
logistics systems … be imagined without effective application of methods and tools of artificial
intelligence (AI), sometimes, more specifically, machine learning (ML) techniques … 
",https://folk.ntnu.no/skoge/prost/proceedings/ifac2008/data/papers/4281.pdf,https://folk.ntnu.no/skoge/prost/proceedings/ifac2008/data/papers/4281.pdf
R Bapat and A Mandya and X Liu and B Abraham…,2018,Identifying malicious botnet traffic using logistic regression,"… Bunitu - A trojan which exposes infected machines to act … In future work, we plan to apply more
supervised machine learning methods, such as SVM, Random Forest and … in Proceedings of the
Seventh Annual Workshop on Cyber Security and Information Intelligence Research, p … 
",https://ieeexplore.ieee.org/abstract/document/8374749/,
C Kahraman and B Öztayşi and Ö Kabak and İU Sarı…,2014,A fuzzy expert system design for forecasting return quantity in reverse logistics network,"… Her main research interests are supply chain management, reverse logistics, decision making …
His research interests are on artificial intelligence, mathematical modelling, fuzzy logic, video …
Alpaydin, E. (2004), Introduction to Machine Learning, The MIT Press, Barnes & Noble … 
",https://www.emerald.com/insight/content/doi/10.1108/JEIM-12-2013-0089/full/html,https://www.researchgate.net/profile/Bersam_Bolat/publication/299659144_FUZZY_EXPERT_SYSTEM_FOR_FORECASTING_RETURN_AMOUNT_IN_REVERSE_LOGISTICS/links/5b579721458515c4b243571d/FUZZY-EXPERT-SYSTEM-FOR-FORECASTING-RETURN-AMOUNT-IN-REVERSE-LOGISTICS.pdf
MM Veloso and JG Carbonell,1993,Toward scaling up machine learning: A case study with derivational analogy in prodigy,"… and we discuss how the framework is applied to a complex logistics/transportation domain … may
point to user-given guidance, preprogrammed control knowledge, automatically learned control
rules … There may TOWARD SCALING UP MACHINE LEARNING 239 (is-a (is-a (is-a (is … 
",https://www.sciencedirect.com/science/article/pii/B9781483207742500135,https://pdfs.semanticscholar.org/a5a4/da86ad4c4cd913ad619ea36a3b9eca25556f.pdf
M Gao and Q Feng,2009,Modeling and Forecasting of Urban Logistics Demand Based on Support Vector Machine,"… The support vector machine is based on Structure Risk Minimization principle, the optimization
of … An Introduction to Support Vector Machines and Other Kernel-Based Learning Methods, Beijing …
[9] Tang Weihong, Li Wenfen, “Application of Support Vector Machines Based on … 
",https://ieeexplore.ieee.org/abstract/document/4772055/,
MP Racette and CT Smith and MP Cunningham…,2014,Improving situational awareness for humanitarian logistics through predictive modeling,"… time periods and geographies met the first four criteria, the team learned that the … conducted our
analysis using both the R programming language and Mahout's machine learning library … regional,
rather than country-wide level would provide even more specific intelligence to aid … 
",https://ieeexplore.ieee.org/abstract/document/6829918/,
A Tripathy and A Agrawal and SK Rath,2016,Classification of sentiment reviews using n-gram machine learning approach,"… Salvetti et.al., have discussed on Overall Opinion Polarity (OvOp) concept using machine learning
algorithms such … the system to act as a probability model which is linear in logistics scale … these
transformed single label data, and in the testing phase, the learned classifier makes … 
",https://www.sciencedirect.com/science/article/pii/S095741741630118X,https://www.researchgate.net/profile/Abinash_Tripathy/publication/299420336_Classification_of_Sentiment_Reviews_using_N-gram_Machine_Learning_Approach/links/59f05ac00f7e9beabfc6744a/Classification-of-Sentiment-Reviews-using-N-gram-Machine-Learning-Approach.pdf
PW Fink and TF Kennedy and L Rodriguez and JL Broyan…,2017,Autonomous logistics management systems for exploration missions,"… challenges, a Complex Event Processing (CEP) system serves as a core machine learning tool
for … traffic and potentially allows for more rapid alerts based on intelligence at the … III. REALM-2
Experiment: Logistics Reconnaissance A second REALM experiment, REALM-2, is in … 
",https://arc.aiaa.org/doi/abs/10.2514/6.2017-5256,
R Fritzsche and R Lasch,2012,An integrated logistics model of spare parts maintenance planning within the aviation industry,"… the resulting failure rates of the installed components are achieved by the learning curve … of
maintenance free operating period (MFOP) is defined as a measurement for (machine) reliability
[21 … failures, of downtime, of delay time and of cancellation of the machines , and reduces … 
",https://pdfs.semanticscholar.org/58ac/463794ad2e15fd3f593f385da5bba11eb483.pdf,https://pdfs.semanticscholar.org/58ac/463794ad2e15fd3f593f385da5bba11eb483.pdf
C Shen and X Wang,2010,A Model for Financial Distress Early-Warning for Logistics Enterprises Using Support Vector Machine,"… “Least Squares Support Sector Machine Classifiers.” Neural Processing Letters, 9 (3): 293–300
(1999). Tay, FEH, Cao, L. (2001) … Support Vector Machines, Reproducing Kernel Hilbert Spaces,
and Randomized GACV. Advances in Kernel Methods-Support Vector Learning … 
",https://ascelibrary.org/doi/abs/10.1061/41139(387)22,
